ticker,nome
RCRB11.SA,FII RIOB RC 
RCSL3.SA,RECRUSUL    
RCSL4.SA,RECRUSUL    
RDES11.SA,FII RD ESCRI
RDNI3.SA,RNI         
RDPD11.SA,FII BB PAPII
RDSA34.SA,RD SHELL    
RECT11.SA,FII UBSOFFIC
RECT12.SA,FII UBSOFFIC
REDE3.SA,REDE ENERGIA
REGN34.SA,REGENERON PH
REIT11.SA,FII REIT RIV
RENT3.SA,LOCALIZA    
RIGG34.SA,TRANSOCEAN  
RIOT34.SA,RIO TINTO   
RLOG3.SA,COSAN LOG   
RNDP11.SA,FII BB R PAP
RNEW11.SA,RENOVA      
RNEW3.SA,RENOVA      
RNEW4.SA,RENOVA      
RNGO11.SA,FII RIONEGRO
ROMI3.SA,INDS ROMI   
ROST34.SA,ROSS STORES 
RPAD3.SA,ALFA HOLDING
RPAD5.SA,ALFA HOLDING
RPAD6.SA,ALFA HOLDING
RPMG3.SA,PET MANGUINH
RSID3.SA,ROSSI RESID 
RSPD11.SA,FII RBRESID3
RSUL4.SA,RIOSULENSE  
SAAG11.SA,FII SANT AGE
SADI11.SA,FII SANT PAP
SAIC11B.SA,FII SIA CORP
SANB11.SA,SANTANDER BR
SANB3.SA,SANTANDER BR
SANB4.SA,SANTANDER BR
SAPP34.SA,SAP SE      
SAPR11.SA,SANEPAR     
SAPR3.SA,SANEPAR     
SAPR4.SA,SANEPAR     
SBNY34.SA,SIGNATURE BK
SBSP3.SA,SABESP      
SBUB34.SA,STARBUCKS   
SCAR3.SA,SAO CARLOS  
SCHW34.SA,SCHWAB      
SCPF11.SA,FII SCP     
SDIL11.SA,FII SDI LOG 
SDIP11.SA,FII SDI PROP
SEDU3.SA,SOMOS EDUCA 
SEER3.SA,SER EDUCA   
SGPS3.SA,SPRINGS     
SHDP11B.SA,FII SHOP PDP
SHOW3.SA,TIME FOR FUN
SHPH11.SA,FII HIGIENOP
SHUL4.SA,SCHULZ      
SIMN34.SA,SIMON PROP  
SLBC34.SA,STERLING BNC
SLBG34.SA,SCHLUMBERGER
SLCE3.SA,SLC AGRICOLA
SLED1.SA,SARAIVA LIVR
SLED12.SA,SARAIVA LIVR
SLED2.SA,SARAIVA LIVR
SLED3.SA,SARAIVA LIVR
SLED4.SA,SARAIVA LIVR
SMAL11.SA,ISHARES SMAL
SMLS3.SA,SMILES      
SMTO3.SA,SAO MARTINHO
SNEC34.SA,SONY CORP   
SNSL3.SA,SENIOR SOL  
SNSY5.SA,SANSUY      
SOND3.SA,SONDOTECNICA
SOND5.SA,SONDOTECNICA
SOND6.SA,SONDOTECNICA
SPGI34.SA,SP GLOBAL   
SPRI3.SA,SPRINGER    
SPRI5.SA,SPRINGER    
SPRI6.SA,SPRINGER    
SPRN34.SA,SPRINT      
SPRT3B.SA,LONGDIS     
SPTW11.SA,FII SP DOWNT
SPXI11.SA,IT NOW SPXI 
SQIA3.SA,SINQIA      
SRXM34.SA,SIRIUS XM HD
SSBR3.SA,SIERRABRASIL
SSFO34.SA,SALESFORCE  
STBP3.SA,SANTOS BRP  
STMN34.SA,STMICROEL   
STZB34.SA,CONSTELLATIO
SULA11.SA,SUL AMERICA 
SULA3.SA,SUL AMERICA 
SULA4.SA,SUL AMERICA 
SUZB3.SA.SA,SUZANO PAPEL
SUZB3.SA.SA,SUZANO S.A. 
TAEE11.SA,TAESA       
TAEE3.SA,TAESA       
TAEE4.SA,TAESA       
TAKP34.SA,TAKEDAPH    
TASA13.SA,TAURUS ARMAS
TASA15.SA,TAURUS ARMAS
TASA17.SA,TAURUS ARMAS
TASA3.SA,TAURUS ARMAS
TASA4.SA,TAURUS ARMAS
TBOF11.SA,FII TBOFFICE
TCNO3.SA,TECNOSOLO   
TCNO4.SA,TECNOSOLO   
TCSA3.SA,TECNISA     
TECN3.SA,TECHNOS     
TEKA3.SA,TEKA        
TEKA4.SA,TEKA        
TELB1.SA,TELEBRAS    
TELB2.SA,TELEBRAS    
TELB3.SA,TELEBRAS    
TELB4.SA,TELEBRAS    
TEND3.SA,TENDA       
TESA1.SA,TERRA SANTA 
TESA12.SA,TERRA SANTA 
TESA3.SA,TERRA SANTA 
TESA9.SA,TERRA SANTA 
TEXA34.SA,TEXAS INC   
TFOF11.SA,FII HTOPFOF 
TGAR11.SA,FII TG ATIVO
TGAR12.SA,FII TG ATIVO
TGMA3.SA,TEGMA       
TGTB34.SA,TARGET CORP 
THGI34.SA,HANOVER INSU
THRA11.SA,FII BM THERA
TIET1.SA,AES TIETE E 
TIET11.SA,AES TIETE E 
TIET12.SA,AES TIETE E 
TIET2.SA,AES TIETE E 
TIET3.SA,AES TIETE E 
TIET4.SA,AES TIETE E 
TIFF34.SA,TIFFANY     
TIMP3.SA,TIM PART S/A
TJXC34.SA,TJX COMPANIE
TKNO4.SA,TEKNO       
TLNC34.SA,TELEFONIC   
TMCO34.SA,TOYOTAMO    
TMOS34.SA,THERMFISCHER
TORM13.SA,FII TOURMALE
TOTS3.SA,TOTVS       
TOUR11.SA,FII TOUR II 
TOUR12.SA,FII TOUR II 
TOUR13.SA,FII TOUR II 
TOYB3.SA,TECTOY      
TOYB4.SA,TECTOY      
TPIS3.SA,TRIUNFO PART
TPRY34.SA,TAPESTRY INC
TRIS3.SA,TRISUL      
TRNT11.SA,FII TORRE NO
TRPL3.SA,TRAN PAULIST
TRPL4.SA,TRAN PAULIST
TRPN3.SA,TARPON INV  
TRVC34.SA,TRAVELERS   
TRXL11.SA,FII TRX LOG 
TSLA34.SA,TESLA INC   
TSMC34.SA,TAIWANSMFAC 
TSNF34.SA,TYSON FOODS 
TUPY3.SA,TUPY        
TWTR34.SA,TWITTER     
TXRX3.SA,TEX RENAUX  
TXRX4.SA,TEX RENAUX  
TXSA34.SA,TERNIUMSA   
U1BE34.SA,UBER TECH IN
UBSG34.SA,UBS GROUP   
UBSR11.SA,FII UBS (BR)
UBSR12.SA,FII UBS (BR)
UCAS3.SA,UNICASA     
UGPA3.SA,ULTRAPAR    
ULEV34.SA,UNILEVER    
UNHH34.SA,UNITEDHEALTH
UNIP3.SA,UNIPAR      
UNIP5.SA,UNIPAR      
UNIP6.SA,UNIPAR      
UPAC34.SA,UNIONPACIFIC
UPSS34.SA,UPS         
USBC34.SA,US BANCORP  
USIM3.SA,USIMINAS    
USIM5.SA,USIMINAS    
USIM6.SA,USIMINAS    
USSX34.SA,US STEEL    
UTEC34.SA,UNITED TECH 
VALE3.SA,VALE        
VERE11.SA,FII VEREDA  
VERZ34.SA,VERIZON     
VFCO34.SA,VF CORP     
VGIR11.SA,FII VALREIII
VGIR12.SA,FII VALREIII
VIAM34.SA,VIACOM INC  
VIGT11.SA,FIP VINCI IE
VILG11.SA,FII VINCILOG
VINO11.SA,FII VINC COR
VISA34.SA,VISA INC    
VISC11.SA,FII VINCI SC
VISC13.SA,FII VINCI SC
VIVA3.SA,VIVARA S.A. 
VIVR1.SA,VIVER       
VIVR3.SA,VIVER       
VIVT3.SA,TELEF BRASIL
VIVT4.SA,TELEF BRASIL
VLID3.SA,VALID       
VLOE34.SA,VALERO ENER 
VLOL11.SA,FII OLIMPIA 
VLYB34.SA,VALLEY NTION
VOTS11.SA,FII V MASTER
VRSN34.SA,VERISIGN INC
VRTA11.SA,FII FATOR VE
VRTA12.SA,FII FATOR VE
VRTX34.SA,VERTEX PHARM
VSHO11.SA,FII VOT SHOP
VTLT11.SA,FII VOT LOG 
VULC3.SA,VULCABRAS   
VVAR3.SA,VIAVAREJO   
WABC34.SA,WESTERN BCOR
WALM34.SA,WAL MART    
WATC34.SA,WATERS CORP 
WEGE3.SA,WEG         
WFCO34.SA,WELLS FARGO 
WGBA34.SA,WALGREENS   
WHRL3.SA,WHIRLPOOL   
WHRL4.SA,WHIRLPOOL   
WIZS3.SA,WIZ S.A.    
WLMM3.SA,WLM IND COM 
WLMM4.SA,WLM IND COM 
WPLZ11.SA,FII W PLAZA 
WSON33.SA,WILSON SONS 
WTSP11B.SA,FII WTC SP  
WUNI34.SA,WESTERNUNION
XBOV11.SA,CAIXAETFXBOV
XPCI11.SA,FII XP CRED 
XPCM11.SA,FII XP MACAE
XPHT11.SA,FII XP HOT  
XPHT12.SA,FII XP HOT  
XPIE11.SA,FIP XP INFRA
XPIN11.SA,FII XP INDL 
XPLG11.SA,FII XP LOG  
XPLG12.SA,FII XP LOG  
XPLG13.SA,FII XP LOG  
XPML11.SA,FII XP MALLS
XPML12.SA,FII XP MALLS
XPML13.SA,FII XP MALLS
XPOM11.SA,FIP XP OMEGA
XPPR11.SA,FII XP PROP 
XRAY34.SA,DENTSPLY SIR
XRXB34.SA,XEROX CORP  
XTED11.SA,FII TRXE COR
YCHY11.SA,FII YAGUARA 
YDUQ3.SA,YDUQS PART  
YUMR34.SA,YUM BRANDS  
